證券代碼,簡稱,年月日,開盤價(元),收盤價(元),成交量(千股)
00831B ,新光美債1-3  ,20191004,    40.5745,    40.5745,       50
00696B ,富邦美債20年 ,20191007,    48.0811,    48.1009,      573
00679B ,元大美債20年 ,20191007,    45.7444,    45.6850,      452
00697B ,元大美債7-10 ,20191007,    43.3501,    43.3004,       20
00687B ,國泰20年美債 ,20191007,    47.9149,    47.7270,      281
00694B ,富邦美債1-3  ,20191007,    41.0766,    41.1261,      395
00695B ,富邦美債7-10 ,20191007,    40.7717,    40.8608,      416
00719B ,元大美債1-3  ,20191007,    32.4870,    32.4870,       19
00831B ,新光美債1-3  ,20191007,    40.4552,    40.4552,       50
00696B ,富邦美債20年 ,20191008,    47.7547,    47.5272,      606
00679B ,元大美債20年 ,20191008,    45.3585,    45.1409,      840
00697B ,元大美債7-10 ,20191008,    43.1511,    43.0416,        9
00687B ,國泰20年美債 ,20191008,    47.4898,    47.1537,      287
00694B ,富邦美債1-3  ,20191008,    40.9578,    40.9280,      319
00695B ,富邦美債7-10 ,20191008,    40.6035,    40.4946,      406
00719B ,元大美債1-3  ,20191008,    32.4870,    32.4075,        3
00831B ,新光美債1-3  ,20191008,    40.3160,    40.3160,      130
00696B ,富邦美債20年 ,20191009,    47.6162,    47.8240,      515
00679B ,元大美債20年 ,20191009,    45.2497,    45.3882,      575
00697B ,元大美債7-10 ,20191009,    43.0515,    43.0515,        2
00687B ,國泰20年美債 ,20191009,    47.4305,    47.5392,      188
00694B ,富邦美債1-3  ,20191009,    40.9677,    40.9776,      305
00695B ,富邦美債7-10 ,20191009,    40.5045,    40.5738,      482
00719B ,元大美債1-3  ,20191009,    32.4075,    32.4075,    15501
00831B ,新光美債1-3  ,20191009,    40.3359,    40.3359,    12550
00696B ,富邦美債20年 ,20191014,    46.3304,    46.1919,      738
00679B ,元大美債20年 ,20191014,    44.0626,    44.0032,     1917
00697B ,元大美債7-10 ,20191014,    42.4742,    42.2652,       36
00687B ,國泰20年美債 ,20191014,    46.1849,    45.8488,      299
00694B ,富邦美債1-3  ,20191014,    40.7696,    40.5516,      447
00695B ,富邦美債7-10 ,20191014,    40.0394,    39.8613,      456
00719B ,元大美債1-3  ,20191014,    32.2585,    32.1095,      261
00831B ,新光美債1-3  ,20191014,    39.9183,    39.9183,       50
00696B ,富邦美債20年 ,20191015,    46.2908,    46.3897,      613
00679B ,元大美債20年 ,20191015,    44.0230,    44.1615,      414
00697B ,元大美債7-10 ,20191015,    42.2054,    42.2851,       22
00687B ,國泰20年美債 ,20191015,    45.8982,    46.1058,      147
00694B ,富邦美債1-3  ,20191015,    40.5417,    40.5318,      438
00695B ,富邦美債7-10 ,20191015,    39.8811,    39.8613,      367
00719B ,元大美債1-3  ,20191015,    32.1393,    32.0996,        5
00831B ,新光美債1-3  ,20191015,    39.9282,    39.9282,       50
00696B ,富邦美債20年 ,20191016,    46.0732,    45.9842,      604
00679B ,元大美債20年 ,20191016,    43.8548,    43.7757,      875
00697B ,元大美債7-10 ,20191016,    42.2851,    42.2552,       25
00687B ,國泰20年美債 ,20191016,    45.7104,    45.6116,    22276
00694B ,富邦美債1-3  ,20191016,    40.7101,    40.6804,      341
00695B ,富邦美債7-10 ,20191016,    39.7920,    39.8712,      371
00719B ,元大美債1-3  ,20191016,    32.2188,    32.1592,       40
00831B ,新光美債1-3  ,20191016,    40.1072,    40.0177,    75051
00696B ,富邦美債20年 ,20191017,    46.0139,    45.9842,      520
00679B ,元大美債20年 ,20191017,    43.7757,    43.7955,      441
00697B ,元大美債7-10 ,20191017,    42.3547,    42.3249,        4
00687B ,國泰20年美債 ,20191017,    45.6214,    45.6412,    22167
00694B ,富邦美債1-3  ,20191017,    40.6804,    40.6705,    25373
00695B ,富邦美債7-10 ,20191017,    39.8316,    39.9108,      306
00719B ,元大美債1-3  ,20191017,    32.2486,    32.2486,        3
00831B ,新光美債1-3  ,20191017,    40.0475,    40.0475,    25050
00696B ,富邦美債20年 ,20191018,    45.9941,    45.9051,      530
00679B ,元大美債20年 ,20191018,    43.7361,    43.6669,     1349
00697B ,元大美債7-10 ,20191018,    42.2652,    42.1955,     1187
00687B ,國泰20年美債 ,20191018,    45.6313,    45.5219,      174
00694B ,富邦美債1-3  ,20191018,    40.6606,    40.5615,      357
00695B ,富邦美債7-10 ,20191018,    39.8217,    39.7821,      339
00719B ,元大美債1-3  ,20191018,    32.1592,    32.1492,      138
00831B ,新光美債1-3  ,20191018,    40.0078,    40.0376,      150
00696B ,富邦美債20年 ,20191021,    45.9347,    45.6182,      586
00679B ,元大美債20年 ,20191021,    43.5877,    43.3800,     2537
00697B ,元大美債7-10 ,20191021,    42.1955,    42.0959,      463
00687B ,國泰20年美債 ,20191021,    45.4424,    45.2833,      214
00694B ,富邦美債1-3  ,20191021,    40.5615,    40.5021,      303
00695B ,富邦美債7-10 ,20191021,    39.7524,    39.7128,      340
00719B ,元大美債1-3  ,20191021,    32.1790,    32.1294,      163
00831B ,新光美債1-3  ,20191021,    39.9183,    39.9481,      500
00696B ,富邦美債20年 ,20191022,    45.3682,    45.3184,      571
00679B ,元大美債20年 ,20191022,    43.1722,    43.1228,     2100
00697B ,元大美債7-10 ,20191022,    42.0462,    42.0063,      457
00687B ,國泰20年美債 ,20191022,    45.1441,    44.9751,      180
00694B ,富邦美債1-3  ,20191022,    40.5906,    40.4614,      309
00695B ,富邦美債7-10 ,20191022,    39.6989,    39.6491,      503
00719B ,元大美債1-3  ,20191022,    32.0996,    32.0996,      255
00831B ,新光美債1-3  ,20191022,    39.9481,    39.9680,      575
00696B ,富邦美債20年 ,20191023,    45.6272,    45.5276,    21797
00679B ,元大美債20年 ,20191023,    43.4195,    43.4690,     2174
00697B ,元大美債7-10 ,20191023,    42.0163,    42.2054,      607
00687B ,國泰20年美債 ,20191023,    44.9751,    45.3529,    23187
00694B ,富邦美債1-3  ,20191023,    40.5309,    40.5906,      306
00695B ,富邦美債7-10 ,20191023,    39.7786,    39.7885,      356
00719B ,元大美債1-3  ,20191023,    32.1693,    32.1792,      139
00831B ,新光美債1-3  ,20191023,    39.9680,    40.0177,      850
00696B ,富邦美債20年 ,20191024,    45.5674,    45.5077,      785
00679B ,元大美債20年 ,20191024,    43.4591,    43.4789,     2484
00697B ,元大美債7-10 ,20191024,    42.2054,    42.1457,      494
00687B ,國泰20年美債 ,20191024,    45.3330,    45.3628,      143
00694B ,富邦美債1-3  ,20191024,    40.4515,    40.5111,      348
00695B ,富邦美債7-10 ,20191024,    39.7487,    39.7188,      337
00719B ,元大美債1-3  ,20191024,    32.1693,    32.1195,      345
00831B ,新光美債1-3  ,20191024,    40.0177,    39.8785,      701
00696B ,富邦美債20年 ,20191025,    45.5176,    45.5077,      707
00679B ,元大美債20年 ,20191025,    43.4789,    43.4591,     2249
00697B ,元大美債7-10 ,20191025,    42.1457,    42.1656,      490
00687B ,國泰20年美債 ,20191025,    45.3827,    45.3231,      191
00694B ,富邦美債1-3  ,20191025,    40.5707,    40.5409,      480
00695B ,富邦美債7-10 ,20191025,    39.7587,    39.7587,      306
00719B ,元大美債1-3  ,20191025,    32.1195,    32.1294,      336
00831B ,新光美債1-3  ,20191025,    39.8885,    39.9581,      849
00696B ,富邦美債20年 ,20191028,    45.1192,    45.1690,      665
00679B ,元大美債20年 ,20191028,    43.1821,    43.0634,     1248
00697B ,元大美債7-10 ,20191028,    42.0561,    41.9864,      215
00687B ,國泰20年美債 ,20191028,    45.1143,    44.8459,      240
00694B ,富邦美債1-3  ,20191028,    40.5806,    40.5011,      600
00695B ,富邦美債7-10 ,20191028,    39.6690,    39.5395,      419
00719B ,元大美債1-3  ,20191028,    32.0996,    32.0996,      324
00831B ,新光美債1-3  ,20191028,    39.8686,    39.9183,      151
00696B ,富邦美債20年 ,20191029,    44.8702,    44.7407,      595
00679B ,元大美債20年 ,20191029,    42.7468,    42.6380,     1626
00697B ,元大美債7-10 ,20191029,    41.8371,    41.8073,      175
00687B ,國泰20年美債 ,20191029,    44.5377,    44.4482,    23456
00694B ,富邦美債1-3  ,20191029,    40.5409,    40.4515,      320
00695B ,富邦美債7-10 ,20191029,    39.4996,    39.4399,      324
00719B ,元大美債1-3  ,20191029,    32.0597,    32.0597,      308
00831B ,新光美債1-3  ,20191029,    39.8288,    39.8288,       50
00696B ,富邦美債20年 ,20191030,    44.8702,    44.9300,      545
00679B ,元大美債20年 ,20191030,    42.6875,    42.7567,      928
00697B ,元大美債7-10 ,20191030,    41.8073,    41.8471,      253
00687B ,國泰20年美債 ,20191030,    44.5576,    44.5576,      273
00694B ,富邦美債1-3  ,20191030,    40.5806,    40.4216,      334
00695B ,富邦美債7-10 ,20191030,    39.4399,    39.4399,      331
00719B ,元大美債1-3  ,20191030,    32.0498,    32.0199,      194
00831B ,新光美債1-3  ,20191030,    39.7890,    39.7890,       50
00696B ,富邦美債20年 ,20191031,    45.2288,    45.2686,      525
00679B ,元大美債20年 ,20191031,    43.1327,    43.1327,      505
00697B ,元大美債7-10 ,20191031,    41.8570,    41.8570,      148
00687B ,國泰20年美債 ,20191031,    44.8061,    44.9354,      844
00694B ,富邦美債1-3  ,20191031,    40.4216,    40.3223,      473
00695B ,富邦美債7-10 ,20191031,    39.4399,    39.4498,      332
00719B ,元大美債1-3  ,20191031,    32.0199,    31.9303,      263
00831B ,新光美債1-3  ,20191031,    39.7194,    39.7194,       50
00696B ,富邦美債20年 ,20191101,    46.0355,    45.9857,      553
00679B ,元大美債20年 ,20191101,    43.7757,    43.6866,      833
00697B ,元大美債7-10 ,20191101,    42.2154,    42.1756,      167
00687B ,國泰20年美債 ,20191101,    45.5617,    45.5716,      436
00694B ,富邦美債1-3  ,20191101,    40.4713,    40.4415,      332
00695B ,富邦美債7-10 ,20191101,    39.8085,    39.7686,      309
00719B ,元大美債1-3  ,20191101,    32.0896,    32.0298,      142
00831B ,新光美債1-3  ,20191101,    39.8288,    39.8487,       51
00696B ,富邦美債20年 ,20191104,    45.8363,    45.5674,      543
00679B ,元大美債20年 ,20191104,    43.5679,    43.3107,     1284
00697B ,元大美債7-10 ,20191104,    42.1557,    41.9765,      122
00687B ,國泰20年美債 ,20191104,    45.4722,    45.3032,      347
00694B ,富邦美債1-3  ,20191104,    40.4713,    40.2925,      592
00695B ,富邦美債7-10 ,20191104,    39.7188,    39.6292,      346
00719B ,元大美債1-3  ,20191104,    32.0498,    31.9601,      178
00831B ,新光美債1-3  ,20191104,    39.7294,    39.7294,       50
00696B ,富邦美債20年 ,20191105,    45.1989,    45.0794,      546
00679B ,元大美債20年 ,20191105,    43.1327,    42.9249,     1347
00697B ,元大美債7-10 ,20191105,    41.9168,    41.9068,      140
00687B ,國泰20年美債 ,20191105,    44.8757,    44.7962,      201
00694B ,富邦美債1-3  ,20191105,    40.4216,    40.3322,      465
00695B ,富邦美債7-10 ,20191105,    39.5594,    39.4797,      469
00719B ,元大美債1-3  ,20191105,    31.8904,    31.9701,      170
00831B ,新光美債1-3  ,20191105,    39.7692,    39.7692,       51
00696B ,富邦美債20年 ,20191106,    44.7806,    44.7208,      600
00679B ,元大美債20年 ,20191106,    42.7073,    42.6479,     1007
00697B ,元大美債7-10 ,20191106,    41.7077,    41.6480,      194
00687B ,國泰20年美債 ,20191106,    44.4979,    44.3786,      205
00694B ,富邦美債1-3  ,20191106,    40.3322,    40.3322,      357
00695B ,富邦美債7-10 ,20191106,    39.3303,    39.2606,      397
00719B ,元大美債1-3  ,20191106,    31.9103,    31.8904,      111
00831B ,新光美債1-3  ,20191106,    39.6598,    39.6598,       50
00696B ,富邦美債20年 ,20191107,    44.7407,    44.9100,    12118
00679B ,元大美債20年 ,20191107,    42.6479,    42.8062,      194
00697B ,元大美債7-10 ,20191107,    41.7575,    41.8073,      116
00687B ,國泰20年美債 ,20191107,    44.4383,    44.5973,      164
00694B ,富邦美債1-3  ,20191107,    40.3322,    40.3720,      329
00695B ,富邦美債7-10 ,20191107,    39.3602,    39.3701,      303
00719B ,元大美債1-3  ,20191107,    31.8904,    31.8904,      272
00831B ,新光美債1-3  ,20191107,    39.7194,    39.7194,       50
00696B ,富邦美債20年 ,20191108,    44.1431,    44.2427,      563
00679B ,元大美債20年 ,20191108,    42.1434,    42.1533,     1606
00697B ,元大美債7-10 ,20191108,    41.4688,    41.4489,      121
00687B ,國泰20年美債 ,20191108,    43.8319,    43.9412,      260
00694B ,富邦美債1-3  ,20191108,    40.2130,    40.1931,      330
00695B ,富邦美債7-10 ,20191108,    39.1510,    39.0314,      456
00719B ,元大美債1-3  ,20191108,    31.8107,    31.8307,      160
00831B ,新光美債1-3  ,20191108,    39.6399,    39.6797,       52
00696B ,富邦美債20年 ,20191111,    44.0435,    44.0435,    72535
00679B ,元大美債20年 ,20191111,    42.0345,    42.0247,     1107
00697B ,元大美債7-10 ,20191111,    41.4489,    41.4589,      115
00687B ,國泰20年美債 ,20191111,    43.8418,    43.8219,      311
00694B ,富邦美債1-3  ,20191111,    40.2627,    40.3521,      306
00695B ,富邦美債7-10 ,20191111,    39.0314,    39.0414,      315
00719B ,元大美債1-3  ,20191111,    31.8506,    31.9303,      107
00831B ,新光美債1-3  ,20191111,    39.6896,    39.6896,       50
00696B ,富邦美債20年 ,20191112,    44.0535,    44.1132,      573
00679B ,元大美債20年 ,20191112,    41.9950,    42.0939,      253
00697B ,元大美債7-10 ,20191112,    41.4688,    41.4788,      110
00687B ,國泰20年美債 ,20191112,    43.8219,    43.8020,      311
00694B ,富邦美債1-3  ,20191112,    40.3521,    40.3123,      347
00695B ,富邦美債7-10 ,20191112,    39.0514,    39.0514,      376
00719B ,元大美債1-3  ,20191112,    31.9701,    31.9004,      101
00831B ,新光美債1-3  ,20191112,    39.6101,    39.6101,       50
00696B ,富邦美債20年 ,20191113,    44.2228,    44.2427,      515
00679B ,元大美債20年 ,20191113,    42.0543,    42.1137,      392
00697B ,元大美債7-10 ,20191113,    41.4987,    41.4887,      126
00687B ,國泰20年美債 ,20191113,    43.8020,    43.9213,      149
00694B ,富邦美債1-3  ,20191113,    40.3918,    40.3720,      301
00695B ,富邦美債7-10 ,20191113,    39.1311,    39.0812,      338
00719B ,元大美債1-3  ,20191113,    31.9701,    31.9402,      621
00831B ,新光美債1-3  ,20191113,    39.8288,    39.8288,       50
00696B ,富邦美債20年 ,20191114,    44.5216,    44.7806,      520
00679B ,元大美債20年 ,20191114,    42.3511,    42.5984,      462
00697B ,元大美債7-10 ,20191114,    41.7177,    41.7376,      136
00687B ,國泰20年美債 ,20191114,    44.1301,    44.4681,      173
00694B ,富邦美債1-3  ,20191114,    40.5111,    40.5210,      302
00695B ,富邦美債7-10 ,20191114,    39.3303,    39.3203,      342
00719B ,元大美債1-3  ,20191114,    31.9701,    32.0896,      105
00831B ,新光美債1-3  ,20191114,    39.9879,    39.8984,       52
00696B ,富邦美債20年 ,20191115,    44.8602,    44.9698,      540
00679B ,元大美債20年 ,20191115,    42.6380,    42.6875,      598
00697B ,元大美債7-10 ,20191115,    41.8073,    41.8073,      110
00687B ,國泰20年美債 ,20191115,    44.5675,    44.6371,      163
00694B ,富邦美債1-3  ,20191115,    40.5210,    40.5210,      304
00695B ,富邦美債7-10 ,20191115,    39.4498,    39.3901,      397
00719B ,元大美債1-3  ,20191115,    32.0697,    32.0896,      612
00831B ,新光美債1-3  ,20191115,    39.9581,    39.9581,       50
00696B ,富邦美債20年 ,20191118,    44.9698,    44.9698,      735
00679B ,元大美債20年 ,20191118,    42.7369,    42.7666,      479
00697B ,元大美債7-10 ,20191118,    41.8272,    41.8272,      122
00687B ,國泰20年美債 ,20191118,    44.7365,    44.7166,      144
00694B ,富邦美債1-3  ,20191118,    40.5210,    40.5111,      338
00695B ,富邦美債7-10 ,20191118,    39.3901,    39.4000,      386
00719B ,元大美債1-3  ,20191118,    32.0498,    32.0398,      151
00831B ,新光美債1-3  ,20191118,    39.9084,    39.9084,       50
00696B ,富邦美債20年 ,20191119,    45.1192,    44.9897,      748
00679B ,元大美債20年 ,20191119,    42.8260,    42.8557,      688
00697B ,元大美債7-10 ,20191119,    41.9466,    41.8670,      127
00687B ,國泰20年美債 ,20191119,    44.7862,    44.8061,      143
00694B ,富邦美債1-3  ,20191119,    40.5806,    40.4713,      431
00695B ,富邦美債7-10 ,20191119,    39.4000,    39.4698,      354
00719B ,元大美債1-3  ,20191119,    32.0597,    32.0199,      155
00831B ,新光美債1-3  ,20191119,    39.9183,    39.9183,       50
00696B ,富邦美債20年 ,20191120,    45.4081,    45.5176,     1029
00679B ,元大美債20年 ,20191120,    43.1425,    43.3602,     1872
00697B ,元大美債7-10 ,20191120,    42.0462,    42.0063,     1528
00687B ,國泰20年美債 ,20191120,    45.0845,    45.2932,      190
00694B ,富邦美債1-3  ,20191120,    40.5309,    40.4614,      399
00695B ,富邦美債7-10 ,20191120,    39.4698,    39.5694,      334
00719B ,元大美債1-3  ,20191120,    32.0498,    32.0000,      454
00831B ,新光美債1-3  ,20191120,    39.8984,    39.8984,      170
00696B ,富邦美債20年 ,20191121,    45.9260,    45.8463,      594
00679B ,元大美債20年 ,20191121,    43.5481,    43.6471,     1660
00697B ,元大美債7-10 ,20191121,    42.0163,    42.0561,     1467
00687B ,國泰20年美債 ,20191121,    45.5318,    45.5815,      237
00694B ,富邦美債1-3  ,20191121,    40.5409,    40.5508,      395
00695B ,富邦美債7-10 ,20191121,    39.5993,    39.6790,      391
00719B ,元大美債1-3  ,20191121,    32.0000,    32.0697,    32118
00831B ,新光美債1-3  ,20191121,    39.9680,    40.0277,      685
00696B ,富邦美債20年 ,20191122,    45.5873,    45.4977,      664
00679B ,元大美債20年 ,20191122,    43.3884,    43.4182,      972
00697B ,元大美債7-10 ,20191122,    42.0362,    41.9964,     1219
00687B ,國泰20年美債 ,20191122,    45.3430,    45.2535,      144
00694B ,富邦美債1-3  ,20191122,    40.5508,    40.5210,      379
00695B ,富邦美債7-10 ,20191122,    39.6292,    39.6491,      421
00719B ,元大美債1-3  ,20191122,    32.0697,    32.0398,    31800
00831B ,新光美債1-3  ,20191122,    39.9680,    39.9581,      400
00696B ,富邦美債20年 ,20191125,    45.4977,    45.6272,      524
00679B ,元大美債20年 ,20191125,    43.4182,    43.3884,     1108
00697B ,元大美債7-10 ,20191125,    41.9964,    41.9864,      747
00687B ,國泰20年美債 ,20191125,    45.3330,    45.3430,      150
00694B ,富邦美債1-3  ,20191125,    40.4316,    40.5011,      315
00695B ,富邦美債7-10 ,20191125,    39.6491,    39.6491,      342
00719B ,元大美債1-3  ,20191125,    32.0398,    32.0398,      305
00831B ,新光美債1-3  ,20191125,    39.9680,    39.8984,      349
00696B ,富邦美債20年 ,20191126,    45.6869,    45.7865,      583
00679B ,元大美債20年 ,20191126,    43.3884,    43.4680,     1650
00697B ,元大美債7-10 ,20191126,    41.9864,    42.0063,      790
00687B ,國泰20年美債 ,20191126,    45.4324,    45.5815,      394
00694B ,富邦美債1-3  ,20191126,    40.5011,    40.5111,      332
00695B ,富邦美債7-10 ,20191126,    39.6292,    39.6192,      340
00719B ,元大美債1-3  ,20191126,    32.0398,    32.0099,      258
00831B ,新光美債1-3  ,20191126,    39.8984,    39.9382,      370
00696B ,富邦美債20年 ,20191127,    45.8961,    46.0256,      562
00679B ,元大美債20年 ,20191127,    43.5575,    43.7167,     1160
00697B ,元大美債7-10 ,20191127,    42.0063,    42.0860,      699
00687B ,國泰20年美債 ,20191127,    45.6313,    45.7704,      235
00694B ,富邦美債1-3  ,20191127,    40.4713,    40.5011,      302
00695B ,富邦美債7-10 ,20191127,    39.6790,    39.6690,      361
00719B ,元大美債1-3  ,20191127,    32.0099,    32.0199,      308
00831B ,新光美債1-3  ,20191127,    39.9183,    39.8785,      253
00696B ,富邦美債20年 ,20191128,    45.9758,    45.9260,      530
00679B ,元大美債20年 ,20191128,    43.6868,    43.6371,      502
00697B ,元大美債7-10 ,20191128,    42.0860,    41.9964,      796
00687B ,國泰20年美債 ,20191128,    45.7605,    45.6511,      281
00694B ,富邦美債1-3  ,20191128,    40.4713,    40.4713,      300
00695B ,富邦美債7-10 ,20191128,    39.6690,    39.6391,      337
00719B ,元大美債1-3  ,20191128,    32.0199,    32.0099,      704
00831B ,新光美債1-3  ,20191128,    39.8785,    39.8586,      390
00696B ,富邦美債20年 ,20191129,    45.9061,    45.9061,      540
00679B ,元大美債20年 ,20191129,    43.3884,    43.6371,      332
00697B ,元大美債7-10 ,20191129,    41.9765,    41.9765,      648
00687B ,國泰20年美債 ,20191129,    45.5716,    45.6213,      236
00694B ,富邦美債1-3  ,20191129,    40.4515,    40.4912,      311
00695B ,富邦美債7-10 ,20191129,    39.5993,    39.5993,      330
00719B ,元大美債1-3  ,20191129,    32.0099,    32.0000,      211
00831B ,新光美債1-3  ,20191129,    39.8686,    39.8288,      352
00696B ,富邦美債20年 ,20191202,    45.6272,    45.5973,    49852
00679B ,元大美債20年 ,20191202,    43.4481,    43.3088,      638
00697B ,元大美債7-10 ,20191202,    41.9068,    41.8073,      116
00687B ,國泰20年美債 ,20191202,    45.3728,    45.2137,      314
00694B ,富邦美債1-3  ,20191202,    40.4912,    40.4515,      301
00695B ,富邦美債7-10 ,20191202,    39.5993,    39.4698,      362
00719B ,元大美債1-3  ,20191202,    32.0000,    31.9601,      609
00831B ,新光美債1-3  ,20191202,    39.8189,    39.8189,       50
00696B ,富邦美債20年 ,20191203,    45.3084,    45.2188,      632
00679B ,元大美債20年 ,20191203,    43.2391,    42.9705,      938
00697B ,元大美債7-10 ,20191203,    41.7077,    41.7874,      112
00687B ,國泰20年美債 ,20191203,    45.1044,    44.8856,      209
00694B ,富邦美債1-3  ,20191203,    40.4713,    40.4912,      303
00695B ,富邦美債7-10 ,20191203,    39.3901,    39.3602,      321
00719B ,元大美債1-3  ,20191203,    31.9701,    32.0000,      106
00831B ,新光美債1-3  ,20191203,    39.8288,    39.8288,       50
00696B ,富邦美債20年 ,20191204,    46.0953,    46.0256,      550
00679B ,元大美債20年 ,20191204,    43.6968,    43.7664,     1674
00697B ,元大美債7-10 ,20191204,    42.0661,    42.1059,      106
00687B ,國泰20年美債 ,20191204,    45.8301,    45.6810,      371
00694B ,富邦美債1-3  ,20191204,    40.5608,    40.5011,      316
00695B ,富邦美債7-10 ,20191204,    39.5993,    39.6690,      382
00719B ,元大美債1-3  ,20191204,    32.0398,    32.0398,    31100
00831B ,新光美債1-3  ,20191204,    39.8785,    39.8785,       50
00696B ,富邦美債20年 ,20191205,    45.6371,    45.7666,      548
00679B ,元大美債20年 ,20191205,    43.6073,    43.4779,      535
00697B ,元大美債7-10 ,20191205,    41.9267,    41.9566,      240
00687B ,國泰20年美債 ,20191205,    45.5120,    45.4623,      233
00694B ,富邦美債1-3  ,20191205,    40.5111,    40.5111,      397
00695B ,富邦美債7-10 ,20191205,    39.5993,    39.5993,      390
00719B ,元大美債1-3  ,20191205,    32.0398,    31.9900,      352
00831B ,新光美債1-3  ,20191205,    39.8686,    39.7990,      168
00696B ,富邦美債20年 ,20191206,    45.4180,    45.6471,      654
00679B ,元大美債20年 ,20191206,    43.2690,    43.3386,      282
00697B ,元大美債7-10 ,20191206,    41.8968,    41.8968,      111
00687B ,國泰20年美債 ,20191206,    45.1839,    45.2336,      145
00694B ,富邦美債1-3  ,20191206,    40.5011,    40.5508,      373
00695B ,富邦美債7-10 ,20191206,    39.4698,    39.4698,      363
00719B ,元大美債1-3  ,20191206,    32.0199,    32.0000,      102
00831B ,新光美債1-3  ,20191206,    39.8586,    39.8586,       50
00696B ,富邦美債20年 ,20191209,    45.3881,    45.2885,      628
00679B ,元大美債20年 ,20191209,    43.0998,    43.1297,      612
00697B ,元大美債7-10 ,20191209,    41.8371,    41.7177,      117
00687B ,國泰20年美債 ,20191209,    44.9751,    44.9950,      161
00694B ,富邦美債1-3  ,20191209,    40.5409,    40.4614,      315
00695B ,富邦美債7-10 ,20191209,    39.4100,    39.3602,      316
00719B ,元大美債1-3  ,20191209,    31.9900,    32.0000,      103
00831B ,新光美債1-3  ,20191209,    39.7990,    39.7990,       50
00696B ,富邦美債20年 ,20191210,    45.3981,    45.3881,      517
00679B ,元大美債20年 ,20191210,    43.2889,    43.3088,      344
00697B ,元大美債7-10 ,20191210,    41.7077,    41.8570,      110
00687B ,國泰20年美債 ,20191210,    45.0745,    45.1938,      124
00694B ,富邦美債1-3  ,20191210,    40.4614,    40.5111,      344
00695B ,富邦美債7-10 ,20191210,    39.4000,    39.4000,      302
00719B ,元大美債1-3  ,20191210,    32.0000,    32.0199,      102
00831B ,新光美債1-3  ,20191210,    39.8189,    39.8189,       50
00696B ,富邦美債20年 ,20191211,    45.3881,    45.3782,      510
00679B ,元大美債20年 ,20191211,    43.2690,    43.2093,      378
00697B ,元大美債7-10 ,20191211,    41.7177,    41.7774,      110
00687B ,國泰20年美債 ,20191211,    45.1541,    45.0646,      218
00694B ,富邦美債1-3  ,20191211,    40.3720,    40.4813,      835
00695B ,富邦美債7-10 ,20191211,    39.4000,    39.4100,      324
00719B ,元大美債1-3  ,20191211,    32.0298,    32.0099,      175
00831B ,新光美債1-3  ,20191211,    39.7890,    39.7890,       51
00696B ,富邦美債20年 ,20191212,    45.5375,    45.3981,      521
00679B ,元大美債20年 ,20191212,    43.3983,    43.1993,      335
00697B ,元大美債7-10 ,20191212,    41.8073,    41.7177,      130
00687B ,國泰20年美債 ,20191212,    45.2932,    45.0944,       86
00694B ,富邦美債1-3  ,20191212,    40.4316,    40.2925,      348
00695B ,富邦美債7-10 ,20191212,    39.4100,    39.2904,      391
00719B ,元大美債1-3  ,20191212,    31.9502,    31.8705,      181
00831B ,新光美債1-3  ,20191212,    39.6697,    39.6697,       50
00696B ,富邦美債20年 ,20191213,    44.8204,    44.5017,    55732
00679B ,元大美債20年 ,20191213,    42.5725,    42.5626,     2555
00697B ,元大美債7-10 ,20191213,    41.3295,    41.1901,      188
00687B ,國泰20年美債 ,20191213,    44.3488,    44.1997,      703
00694B ,富邦美債1-3  ,20191213,    40.1633,    40.1136,      390
00695B ,富邦美債7-10 ,20191213,    38.8920,    38.8322,      471
00719B ,元大美債1-3  ,20191213,    31.8605,    31.7311,    31171
00831B ,新光美債1-3  ,20191213,    39.4212,    39.4808,       51
00696B ,富邦美債20年 ,20191216,    45.0395,    44.9200,   125663
00679B ,元大美債20年 ,20191216,    42.6919,    42.7616,    24007
00697B ,元大美債7-10 ,20191216,    41.4589,    41.3892,      113
00687B ,國泰20年美債 ,20191216,    44.7365,    44.6570,      210
00694B ,富邦美債1-3  ,20191216,    40.1434,    39.9447,      563
00695B ,富邦美債7-10 ,20191216,    39.0414,    39.0314,      357
00719B ,元大美債1-3  ,20191216,    31.7609,    31.6414,    32290
00831B ,新光美債1-3  ,20191216,    39.4709,    39.4709,       50
00696B ,富邦美債20年 ,20191217,    44.7706,    44.7009,      566
00679B ,元大美債20年 ,20191217,    42.6621,    42.6322,      779
00697B ,元大美債7-10 ,20191217,    41.3295,    41.2797,      124
00687B ,國泰20年美債 ,20191217,    44.4880,    44.3985,      214
00694B ,富邦美債1-3  ,20191217,    39.9646,    40.0341,      312
00695B ,富邦美債7-10 ,20191217,    38.9816,    38.8820,      334
00719B ,元大美債1-3  ,20191217,    31.6713,    31.6713,    32100
00831B ,新光美債1-3  ,20191217,    39.4013,    39.4709,       52
00696B ,富邦美債20年 ,20191218,    44.5415,    44.5913,      562
00679B ,元大美債20年 ,20191218,    42.5825,    42.4830,      842
00697B ,元大美債7-10 ,20191218,    41.2598,    41.2399,      115
00687B ,國泰20年美債 ,20191218,    44.3190,    44.2693,      240
00694B ,富邦美債1-3  ,20191218,    39.9348,    40.0341,      316
00695B ,富邦美債7-10 ,20191218,    38.8720,    38.8720,      313
